à‚ì`éqfamily	ê∂ï®éÌ	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
vsg	tbr	Tb11.13.0004	Tb11.13.0004   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	474	1425	VSG_B	VSG_B			75
vsg	tbr	Tb927.3.5680	Tb927.3.5680   Tb03.2H15.460; variant surface glycoprotein (VSG)-related		OC.535867	490	1473	VSG_B Trypan_glycop_C	VSG_B			75
vsg	tbr	Tb11.v4.0068	Tb11.v4.0068   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	471	1416	VSG_B Trypan_glycop_C	VSG_B			75
vsg	tbr	Tb11.v4.0067	Tb11.v4.0067   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	487	1464	VSG_B Trypan_glycop_C Casein	VSG_B			75
vsg	tbr	Tb927.5.5240	Tb927.5.5240   Tb05.5M21.180; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	501	1506	VSG_B Trypan_glycop_C	VSG_B			75
vsg	tbr	Tb927.7.180	Tb927.7.180   Tb07.8P12.190; hypothetical protein		OC.535867	437	1314	VSG_B SDA1 CDC45 DUF4834	VSG_B			75
vsg	tbr	Tb11.43.0001	Tb11.43.0001   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	426	1281	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.24.0007	Tb11.24.0007   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	490	1473	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.24.0012	Tb11.24.0012   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	485	1458	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.354.0090	Tb09.354.0090   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	499	1500	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.354.0180	Tb09.354.0180   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	508	1527	VSG_B Trypan_glycop_C Plasmod_Pvs28	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.0200	Tb09.244.0200   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	533	1602	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.24.0011	Tb11.24.0011   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	452	1359	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0035	Tb11.v4.0035   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	468	1407	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0033	Tb11.v4.0033   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	473	1422	VSG_B Trypan_glycop_C Rotamase	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.5.5210	"Tb927.5.5210   Tb05.5M21.150; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	481	1446	VSG_B Trypan_glycop_C Atrophin-1	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.06.0005	Tb11.06.0005   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	506	1521	VSG_B Trypan_glycop_C Notch Tropomyosin	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0036	Tb11.v4.0036   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	506	1521	VSG_B Trypan_glycop_C Neur_chan_memb	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.57.0024	Tb11.57.0024   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	503	1512	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.1830	Tb09.244.1830   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	514	1545	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.1740	Tb09.244.1740   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	503	1512	VSG_B Trypan_glycop_C LMSTEN	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.142.0230	Tb09.142.0230   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	506	1521	VSG_B Trypan_glycop_C Allexi_40kDa	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.38.0005	Tb11.38.0005   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	509	1530	VSG_B Trypan_glycop_C Methyltransf_34	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.6.5740	"Tb927.6.5740   Tb06.1I18.610; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	510	1533	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0038	Tb11.v4.0038   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	514	1545	VSG_B Trypan_glycop_C Methyltransf_5	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.4.5560	Tb927.4.5560   Tb04.24M18.640; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	516	1551	VSG_B Trypan_glycop_C ALMT	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.57.0052	Tb11.57.0052   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	508	1527	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.38.0003	Tb11.38.0003   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	513	1542	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0050	Tb11.v4.0050   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	517	1554	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.1600	Tb09.244.1600   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	509	1530	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0058	Tb11.v4.0058   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	520	1563	VSG_B Trypan_glycop_C DUF4364	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.5.5050	"Tb927.5.5050   Tb05.25P15.370; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	533	1602	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.8.130	"Tb927.8.130   Tb08.25E9.50; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	525	1578	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.3.440	Tb927.3.440   Tb03.6N20.380; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	524	1575	VSG_B Trypan_glycop_C WASH-7_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.8.460	"Tb927.8.460   Tb08.25E9.600; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	525	1578	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb11.v4.0034	Tb11.v4.0034   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	526	1581	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.1.05	Tb927.1.05   variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	526	1581	VSG_B Trypan_glycop_C FlxA DUF2360	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.1410	Tb09.244.1410   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	526	1581	VSG_B Trypan_glycop_C DALR_1	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.1.5330	"Tb927.1.5330   variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	537	1614	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.3.340	Tb927.3.340   Tb03.6N20.250; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	526	1581	VSG_B Trypan_glycop_C Sina PP_M1	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.142.0240	Tb09.142.0240   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	532	1599	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.5.4950	"Tb927.5.4950   Tb05.25P15.230; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	533	1602	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.3.150	Tb927.3.150   Tb03.6N20.50; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	534	1605	VSG_B Trypan_glycop_C DapB_N	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb09.244.0470	Tb09.244.0470   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535867	536	1611	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C 			75
vsg	tbr	Tb927.3.210	"Tb927.3.210   Tb03.6N20.110; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535867	569	1710	VSG_B Trypan_glycop_C	VSG_B Trypan_glycop_C			75
vsg	tbr	Tb927.7.100	Tb927.7.100   Tb07.8P12.10; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535867	145	438	Trypan_glycop_C	Trypan_glycop_C 			75
vsg	tbr	Tb927.5.4730	"Tb927.5.4730   Tb05.26C7.380; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	474	1425	Trypan_glycop_C	Trypan_glycop_C			73
vsg	tbr	Tb927.5.4810	"Tb927.5.4810   Tb05.26C7.450; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	485	1458	Trypan_glycop_C	Trypan_glycop_C			73
vsg	tbr	Tb927.5.4690	"Tb927.5.4690   Tb05.26C7.330; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	486	1461	Trypan_glycop_C	Trypan_glycop_C 			73
vsg	tbr	Tb927.3.490	Tb927.3.490   Tb03.6N20.430; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	509	1530	Trypan_glycop_C	Trypan_glycop_C 			73
vsg	tbr	Tb09.v4.0004	Tb09.v4.0004   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	483	1452	Trypan_glycop_C	Trypan_glycop_C			73
vsg	tbr	Tb927.5.4670	"Tb927.5.4670   Tb05.26C7.310; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	500	1503	Trypan_glycop_C DUF2259	Trypan_glycop_C 			73
vsg	tbr	Tb11.v4.0063	Tb11.v4.0063   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	527	1584	Trypan_glycop_C Muted	Trypan_glycop_C 			73
vsg	tbr	Tb927.7.6500	Tb927.7.6500   Tb07.15M23.60; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	490	1473	Trypan_glycop_C	Trypan_glycop_C 			73
vsg	tbr	Tb927.8.170	"Tb927.8.170   Tb08.25E9.140; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	493	1482	Trypan_glycop_C	Trypan_glycop_C 			73
vsg	tbr	Tb09.244.1790	Tb09.244.1790   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	505	1518	Trypan_glycop_C	Trypan_glycop_C 			73
vsg	tbr	Tb11.v4.0015	Tb11.v4.0015   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	503	1512	Trypan_glycop_C Trefoil	Trypan_glycop_C 			73
vsg	tbr	Tb11.v4.0021	Tb11.v4.0021   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	521	1566	Trypan_glycop_C PGA_cap	Trypan_glycop_C 			73
vsg	tbr	Tb927.4.5400	"Tb927.4.5400   Tb04.24M18.330; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	509	1530	Trypan_glycop_C Trypan_glycop	Trypan_glycop_C 			73
vsg	tbr	Tb927.4.5430	"Tb927.4.5430   Tb04.24M18.390; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	509	1530	Trypan_glycop_C Trypan_glycop	Trypan_glycop_C 			73
vsg	tbr	Tb927.4.5410	"Tb927.4.5410   Tb04.24M18.350; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	508	1527	Trypan_glycop_C Trypan_glycop	Trypan_glycop_C 			73
vsg	tbr	Tb927.4.5420	"Tb927.4.5420   Tb04.24M18.370; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	508	1527	Trypan_glycop_C Trypan_glycop	Trypan_glycop_C 			73
vsg	tbr	Tb09.160.0280	Tb09.160.0280   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	526	1581	Trypan_glycop				73
vsg	tbr	Tb09.142.0100	Tb09.142.0100   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	503	1512	Trypan_glycop_C RR_TM4-6 SbcCD_C				73
vsg	tbr	Tb09.244.0640	Tb09.244.0640   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	487	1464	Trypan_glycop Trypan_glycop_C PHD20L1_u1	Trypan_glycop Trypan_glycop_C			73
vsg	tbr	Tb927.6.5550	"Tb927.6.5550   Tb06.1I18.410; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	499	1500	Trypan_glycop_C Trypan_glycop DUF2150 DUF484	Trypan_glycop Trypan_glycop_C	Tb927.6.5550		73
vsg	tbr	Tb11.51.0005	Tb11.51.0005   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	478	1437	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb11.51.0005		73
vsg	tbr	Tb11.v4.0016	Tb11.v4.0016   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	471	1416	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb11.v4.0016		73
vsg	tbr	Tb927.5.5080	Tb927.5.5080   Tb05.5M21.20; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	486	1461	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb927.5.5080		73
vsg	tbr	Tb09.160.0110	Tb09.160.0110   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	501	1506	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb09.160.0110		73
vsg	tbr	Tb09.244.1000	Tb09.244.1000   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	480	1443	Trypan_glycop_C Trypan_glycop	Trypan_glycop Trypan_glycop_C			73
vsg	tbr	Tb927.5.230	"Tb927.5.230   Tb05.25N21.120; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	507	1524	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb927.5.230		73
vsg	tbr	Tb10.v4.0025	Tb10.v4.0025   variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	512	1539	Trypan_glycop Trypan_glycop_C Fasciclin	Trypan_glycop Trypan_glycop_C			73
vsg	tbr	Tb11.35.0001	Tb11.35.0001   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	514	1545	Trypan_glycop Trypan_glycop_C Vpu	Trypan_glycop Trypan_glycop_C	Tb11.35.0001		73
vsg	tbr	Tb927.3.180	"Tb927.3.180   Tb03.6N20.80; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	516	1551	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb927.3.180		73
vsg	tbr	Tb09.244.1570	Tb09.244.1570   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	516	1551	Trypan_glycop Trypan_glycop_C Saw1	Trypan_glycop Trypan_glycop_C	Tb09.244.1570		73
vsg	tbr	Tb10.v4.0024	Tb10.v4.0024   variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	532	1599	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C			73
vsg	tbr	Tb927.7.6540	"Tb927.7.6540   Tb07.15M23.100; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	547	1644	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb927.7.6540		73
vsg	tbr	Tb927.3.370	"Tb927.3.370   Tb03.6N20.300; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	543	1632	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb927.3.370		73
vsg	tbr	Tb09.160.0260	Tb09.160.0260   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	540	1623	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb09.160.0260		73
vsg	tbr	Tb09.244.1580	Tb09.244.1580   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	550	1653	Trypan_glycop Trypan_glycop_C	Trypan_glycop Trypan_glycop_C	Tb09.244.1580		73
vsg	tbr	Tb927.2.6410	Tb927.2.6410   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	476	1431	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb11.57.0035	Tb11.57.0035   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	477	1434	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb927.4.5530	Tb927.4.5530   Tb04.24M18.570; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	482	1449	Trypan_glycop	Trypan_glycop	Tb927.4.5530		73
vsg	tbr	Tb927.4.5580	"Tb927.4.5580   Tb04.24M18.680; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	491	1476	Trypan_glycop	Trypan_glycop	Tb927.4.5580		73
vsg	tbr	Tb11.16.0001	Tb11.16.0001   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	493	1482	Trypan_glycop SesA GFO_IDH_MocA	Trypan_glycop	Tb11.16.0001		73
vsg	tbr	Tb11.v4.0040	Tb11.v4.0040   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	493	1482	Trypan_glycop Endothelin	Trypan_glycop	Tb11.v4.0040		73
vsg	tbr	Tb11.14.0007	Tb11.14.0007   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	497	1494	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb11.14.0019	Tb11.14.0019   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	484	1455	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb11.v4.0010	Tb11.v4.0010   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	434	1305	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb11.57.0019	Tb11.57.0019   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	476	1431	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb927.5.4770	Tb927.5.4770   Tb05.26C7.420; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	481	1446	Trypan_glycop Trypan_glycop_C	Trypan_glycop	Tb927.5.4770		73
vsg	tbr	Tb11.21.0004	Tb11.21.0004   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	474	1425	Trypan_glycop	Trypan_glycop	Tb11.21.0004		73
vsg	tbr	Tb927.5.4840	"Tb927.5.4840   Tb05.26C7.490; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	485	1458	Trypan_glycop	Trypan_glycop	Tb927.5.4840		73
vsg	tbr	Tb09.354.0060	Tb09.354.0060   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	487	1464	Trypan_glycop Ribosomal_S17e	Trypan_glycop	Tb09.354.0060		73
vsg	tbr	Tb11.06.0003	Tb11.06.0003   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	476	1431	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb09.v4.0005	Tb09.v4.0005   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	493	1482	Trypan_glycop YjcQ	Trypan_glycop	Tb09.v4.0005		73
vsg	tbr	Tb927.6.5370	Tb927.6.5370   Tb06.1I18.140; variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	487	1464	Trypan_glycop DUF3974	Trypan_glycop	Tb927.6.5370		73
vsg	tbr	Tb11.v4.0070	Tb11.v4.0070   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	472	1419	Trypan_glycop Trypan_glycop_C FlxA Smoothelin GHMP_kinases_C	Trypan_glycop	Tb11.v4.0070		73
vsg	tbr	Tb09.244.0910	Tb09.244.0910   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	510	1533	Trypan_glycop	Trypan_glycop			73
vsg	tbr	Tb11.v4.0051	Tb11.v4.0051   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	237	716					73
vsg	tbr	Tb10.v4.0001	Tb10.v4.0001   variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	458	1377					73
vsg	tbr	Tb927.1.5300	Tb927.1.5300   variant surface glycoprotein (VSG)	K14473 variant surface glycoprotein	OC.535866	463	1392	MetallophosC				73
vsg	tbr	Tb09.v4.0001	Tb09.v4.0001   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	473	1422	Med30				73
vsg	tbr	Tb927.4.5700	"Tb927.4.5700   Tb04.24M18.960; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	476	1431	WYL				73
vsg	tbr	Tb11.v4.0029	Tb11.v4.0029   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	482	1449	KR				73
vsg	tbr	Tb11.38.0007	Tb11.38.0007   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	482	1449					73
vsg	tbr	Tb09.160.0160	Tb09.160.0160   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	486	1461					73
vsg	tbr	Tb11.16.0002	Tb11.16.0002   variant surface glycoprotein	K14473 variant surface glycoprotein	OC.535866	486	1461	FctA				73
vsg	tbr	Tb927.6.5240	"Tb927.6.5240   Tb06.1I18.10; variant surface glycoprotein (VSG, atypical)"	K14473 variant surface glycoprotein	OC.535866	488	1467					73
