à‚ì`éqfamily	ê∂ï®éÌ	à‚ì`éq_ids	à‚ì`éq	KO	OC	AA_length	NT_length	motif	E-Value < = 10e-3	verDB		OC_count
vsp	gla	GL50803_41626	GL50803_112135   High cysteine membrane protein VSP-like		OC.9459	1144	3435	VSP Furin-like_2	VSP	GL50803_112135		116
vsp	gla	GL50803_112048	GL50803_112673   High cysteine membrane protein VSP-like		OC.9459	1151	3456	VSP Furin-like_2	VSP	GL50803_112673		116
vsp	gla	GL50803_115066	GL50803_115066   High cysteine membrane protein VSP-like		OC.9459	1167	3504	VSP Furin-like_2	VSP	GL50803_115066		116
vsp	gla	GL50803_91707	GL50803_115742   VSP		OC.9459	618	1857	VSP Furin-like_2 Podoplanin	VSP	GL50803_115742		116
vsp	gla	GL50803_90215	GL50803_114852   High cysteine membrane protein VSP-like		OC.9459	806	2421	VSP Furin-like_2 Podoplanin	VSP	GL50803_114852		116
vsp	gla	GL50803_40591	GL50803_113801   High cysteine membrane protein VSP-like		OC.9459	807	2424	VSP Furin-like_2 Podoplanin SKG6	VSP	GL50803_113801		116
vsp	gla	GL50803_137608	GL50803_112584   High cysteine membrane protein VSP-like		OC.9459	812	2439	VSP Furin-like_2 Podoplanin SKG6	VSP	GL50803_112584		116
vsp	gla	GL50803_87706	GL50803_137672   High cysteine membrane protein VSP-like		OC.9459	807	2424	VSP Furin-like_2 SKG6 Podoplanin	VSP	GL50803_137672		116
vsp	gla	GL50803_115158	GL50803_39904   High cysteine membrane protein Group 2		OC.9459	801	2406	VSP Furin-like_2 TMEM132D_C	VSP	GL50803_39904		116
vsp	gla	GL50803_137752	GL50803_112867   VSP		OC.9459	741	2226	VSP BmKX Furin-like_2 Podoplanin	VSP BmKX Furin-like_2 	GL50803_112867		116
vsp	gla	GL50803_114672	GL50803_137613   VSP with INR		OC.9459	394	1185	VSP cEGF	VSP	GL50803_137613		116
vsp	gla	GL50803_113297	GL50803_137729   VSP		OC.9459	403	1212	VSP cEGF	VSP	GL50803_137729		116
vsp	gla	GL50803_102662	GL50803_101765   VSP		OC.9459	699	2100	VSP cEGF Podoplanin	VSP	GL50803_101765		116
vsp	gla	GL50803_40592	GL50803_33279   VSP		OC.9459	748	2247	VSP cEGF Podoplanin	VSP	GL50803_33279		116
vsp	gla	GL50803_114162	GL50803_114891   High cysteine membrane protein Group 3		OC.9459	832	2499	VSP DUF4690	VSP	GL50803_114891		116
vsp	gla	GL50803_32607	GL50803_112126   High cysteine membrane protein Group 3		OC.9459	832	2499	VSP DUF4690	VSP	GL50803_112126		116
vsp	gla	GL50803_16501	GL50803_113987   High cysteine membrane protein Group 3		OC.9459	833	2502	VSP DUF4690	VSP	GL50803_113987		116
vsp	gla	GL50803_137721	GL50803_27717   High cysteine membrane protein Group 3		OC.9459	836	2511	VSP DUF4690	VSP	GL50803_27717		116
vsp	gla	GL50803_103454	GL50803_87706   High cysteine protein		OC.9459	348	1047	VSP DUF4690 DUF3377	VSP	GL50803_87706		116
vsp	gla	GL50803_113801	GL50803_134710   VSP		OC.9459	636	1911	VSP GCC2_GCC3 Podoplanin	VSP	GL50803_134710		116
vsp	gla	GL50803_115047	GL50803_137752   VSP		OC.9459	1035	3108	VSP GF_recep_IV Furin-like_2 Podoplanin	VSP	GL50803_137752		116
vsp	gla	GL50803_16472	GL50803_137606   VSP		OC.9459	852	2559	VSP PARM	VSP	GL50803_137606		116
vsp	gla	GL50803_15008	GL50803_25816   High cysteine membrane protein Group 1		OC.9459	937	2814	VSP PARM	VSP	GL50803_25816		116
vsp	gla	GL50803_134710	GL50803_101832   High cysteine protein		OC.9459	536	1611	VSP Phage_holin_3_6 cEGF	VSP	GL50803_101832		116
vsp	gla	GL50803_112584	GL50803_115202   VSP		OC.9459	792	2379	VSP Profilin	VSP	GL50803_115202		116
vsp	gla	GL50803_137697	GL50803_114930   High cysteine membrane protein Group 4		OC.9459	805	2418	VSP Profilin	VSP	GL50803_114930		116
vsp	gla	GL50803_113512	GL50803_114089   High cysteine membrane protein Group 4		OC.9459	817	2454	VSP Profilin	VSP	GL50803_114089		116
vsp	gla	GL50803_137717	GL50803_112828   High cysteine membrane protein Group 4		OC.9459	817	2454	VSP Profilin	VSP	GL50803_112828		116
vsp	gla	GL50803_14586	GL50803_114042   High cysteine membrane protein Group 4		OC.9459	827	2484	VSP Profilin	VSP	GL50803_114042		116
vsp	gla	GL50803_37093	GL50803_114617   High cysteine membrane protein Group 4		OC.9459	804	2415	VSP Profilin Furin-like_2	VSP	GL50803_114617		116
vsp	gla	GL50803_13194	GL50803_7715   High cysteine membrane protein Group 1		OC.9459	682	2049	VSP Rifin_STEVOR ECSCR MLANA	VSP	GL50803_7715		116
vsp	gla	GL50803_112867	GL50803_137604   VSP S8		OC.9459	705	2118	VSP SKG6	VSP	GL50803_137604		116
vsp	gla	GL50803_114930	GL50803_16842   High cysteine membrane protein Group 2		OC.9459	722	2169	VSP SKG6	VSP	GL50803_16842		116
vsp	gla	GL50803_101010	GL50803_113439   VSP with INR		OC.9459	727	2184	VSP SKG6	VSP	GL50803_113439		116
vsp	gla	GL50803_112208	GL50803_103454   High cysteine membrane protein Group 1		OC.9459	736	2211	VSP SKG6	VSP	GL50803_103454		116
vsp	gla	GL50803_39904	GL50803_137618   VSP		OC.9459	853	2562	VSP SKG6	VSP	GL50803_137618		116
vsp	gla	GL50803_137613	GL50803_91707   High cysteine membrane protein Group 1		OC.9459	689	2070	VSP SKG6 Furin-like_2 Rifin_STEVOR MLANA	VSP	GL50803_91707		116
vsp	gla	GL50803_15521	GL50803_101380   VSP		OC.9459	195	588	VSP SKG6 Podoplanin	VSP	GL50803_101380		116
vsp	gla	GL50803_8338	GL50803_41626   VSP		OC.9459	245	738	VSP SKG6 Podoplanin	VSP	GL50803_41626		116
vsp	gla	GL50803_102178	GL50803_102178   VSP		OC.142265	128	387	VSP CD99L2 DUF4366	VSP	GL50803_102178		115
vsp	gla	GL50803_136001	GL50803_136001   VSP		OC.142265	128	387	VSP CD99L2 cEGF Podoplanin	VSP	GL50803_136001		115
vsp	gla	GL50803_116201	GL50803_116201   hypothetical protein		OC.142265	39	120	VSP Podoplanin PARM YebO	VSP	GL50803_116201		115
vsp	gla	GL50803_114286	"GL50803_114286   VSP, putative"		OC.142265	55	168	VSP Podoplanin PARM CD99L2	VSP	GL50803_114286		115
vsp	gla	GL50803_118132	"GL50803_118132   VSP, putative"		OC.142265	55	168	VSP Podoplanin PARM CD99L2	VSP	GL50803_118132		115
vsp	gla	GL50803_118133	"GL50803_118133   VSP, putative"		OC.142265	55	168	VSP Podoplanin PARM CD99L2	VSP	GL50803_118133		115
vsp	gla	GL50803_118180	"GL50803_118180   VSP, putative"		OC.142265	55	168	VSP Podoplanin PARM CD99L2	VSP	GL50803_118180		115
vsp	gla	GL50803_118181	"GL50803_118181   VSP, putative"		OC.142265	55	168	VSP Podoplanin PARM CD99L2	VSP	GL50803_118181		115
vsp	gla	GL50803_112314	GL50803_112314   VSP		OC.142265	169	510	VSP cEGF Furin-like_2 PARM	VSP	GL50803_112314		115
vsp	gla	GL50803_38901	GL50803_38901   VSP		OC.142265	72	219	VSP Podoplanin SKG6	VSP	GL50803_38901		115
vsp	gla	GL50803_112178	"GL50803_112178   VSP, putative"		OC.142265	91	276	VSP CD99L2 cEGF stn_TNFRSF12A Podoplanin SKG6	VSP	GL50803_112178		115
vsp	gla	GL50803_122564	GL50803_122564   VSP		OC.142265	90	273	VSP Podoplanin	VSP	GL50803_122564		115
vsp	gla	GL50803_122565	GL50803_122565   VSP		OC.142265	90	273	VSP Podoplanin	VSP	GL50803_122565		115
vsp	gla	GL50803_122566	GL50803_122566   VSP		OC.142265	90	273	VSP Podoplanin	VSP	GL50803_122566		115
vsp	gla	GL50803_35454	GL50803_35454   VSP		OC.142265	99	300	VSP SKG6 Furin-like_2	VSP	GL50803_35454		115
vsp	gla	GL50803_98058	GL50803_98058   VSP		OC.142265	87	264	VSP Podoplanin Piezo_RRas_bdg	VSP	GL50803_98058		115
vsp	gla	GL50803_102540	GL50803_102540   VSP		OC.142265	98	297	VSP PARM	VSP	GL50803_102540		115
vsp	gla	GL50803_121069	GL50803_121069   VSP		OC.142265	130	393	VSP Furin-like_2 PARM	VSP	GL50803_121069		115
vsp	gla	GL50803_121070	GL50803_121070   VSP		OC.142265	130	393	VSP Furin-like_2 PARM	VSP	GL50803_121070		115
vsp	gla	GL50803_13520	GL50803_13520   VSP		OC.142265	128	387	VSP cEGF stn_TNFRSF12A	VSP	GL50803_13520		115
vsp	gla	GL50803_136002	GL50803_136002   VSP		OC.142265	128	387	VSP CD99L2 cEGF Podoplanin	VSP	GL50803_136002		115
vsp	gla	GL50803_41349	GL50803_41349   VSP		OC.142265	130	393	VSP Furin-like_2 PARM	VSP	GL50803_41349		115
vsp	gla	GL50803_96055	"GL50803_96055   VSP, putative"		OC.142265	128	387	VSP CD99L2 cEGF Furin-like_2 Podoplanin	VSP	GL50803_96055		115
vsp	gla	GL50803_134711	"GL50803_134711   VSP, putative"		OC.142265	137	414	VSP Podoplanin DUF4215	VSP	GL50803_134711		115
vsp	gla	GL50803_26894	GL50803_26894   VSP		OC.142265	142	429	VSP cEGF DUF347 Podoplanin	VSP	GL50803_26894		115
vsp	gla	GL50803_117440	GL50803_117440   Variant-specific surface protein		OC.142265	281	846	VSP	VSP	GL50803_117440		115
vsp	gla	GL50803_117441	GL50803_117441   hypothetical protein		OC.142265	281	846	VSP	VSP	GL50803_117441		115
vsp	gla	GL50803_28626	GL50803_28626   VSP		OC.142265	168	507	VSP Furin-like_2 SKG6	VSP	GL50803_28626		115
vsp	gla	GL50803_103916	"GL50803_103916   VSP, putative"		OC.142265	181	546	VSP Furin-like_2	VSP	GL50803_103916		115
vsp	gla	GL50803_10562	GL50803_10562   VSP		OC.142265	185	558	VSP	VSP	GL50803_10562		115
vsp	gla	GL50803_105759	GL50803_105759   VSP		OC.142265	183	552	VSP cEGF Furin-like_2	VSP	GL50803_105759		115
vsp	gla	GL50803_105983	GL50803_105983   VSP		OC.142265	183	552	VSP	VSP	GL50803_105983		115
vsp	gla	GL50803_113491	GL50803_113491   VSP		OC.142265	183	552	VSP Furin-like_2	VSP	GL50803_113491		115
vsp	gla	GL50803_135831	GL50803_135831   VSP		OC.142265	183	552	VSP	VSP	GL50803_135831		115
vsp	gla	GL50803_135832	"GL50803_135832   VSP, putative"		OC.142265	183	552	VSP	VSP	GL50803_135832		115
vsp	gla	GL50803_26590	GL50803_26590   VSP		OC.142265	181	546	VSP Furin-like_2	VSP	GL50803_26590		115
vsp	gla	GL50803_41476	GL50803_41476   VSP		OC.142265	181	546	VSP Furin-like_2	VSP	GL50803_41476		115
vsp	gla	GL50803_115796	GL50803_115796   VSP		OC.142265	188	567	VSP GCC2_GCC3	VSP	GL50803_115796		115
vsp	gla	GL50803_112207	GL50803_112207   VSP		OC.142265	205	618	VSP	VSP	GL50803_112207		115
vsp	gla	GL50803_32890	GL50803_32890   VSP		OC.142265	201	606	VSP	VSP	GL50803_32890		115
vsp	gla	GL50803_15206	GL50803_15206   VSP		OC.142265	213	642	VSP CD99L2 cEGF Podoplanin	VSP	GL50803_15206		115
vsp	gla	GL50803_41401	GL50803_41401   VSP		OC.142265	216	651	VSP SKG6	VSP	GL50803_41401		115
vsp	gla	GL50803_15400	GL50803_15400   VSP		OC.142265	228	687	VSP	VSP	GL50803_15400		115
vsp	gla	GL50803_112678	GL50803_112678   VSP		OC.142265	245	738	VSP	VSP	GL50803_112678		115
vsp	gla	GL50803_13728	GL50803_13728   Variant-specific surface protein		OC.142265	318	957	VSP	VSP	GL50803_13728		115
vsp	gla	GL50803_14307	GL50803_14307   VSP		OC.142265	258	777	VSP CD99L2 cEGF	VSP	GL50803_14307		115
vsp	gla	GL50803_111873	GL50803_111873   VSP		OC.142265	256	771	VSP Furin-like_2	VSP	GL50803_111873		115
vsp	gla	GL50803_112693	GL50803_112693   VSP		OC.142265	258	777	VSP	VSP	GL50803_112693		115
vsp	gla	GL50803_36493	GL50803_36493   VSP		OC.142265	194	585	VSP CD99L2 cEGF Podoplanin	VSP	GL50803_36493		115
vsp	gla	GL50803_13402	GL50803_13402   VSP		OC.142265	96	291	VSP Furin-like_2	VSP	GL50803_13402		115
vsp	gla	GL50803_8595	GL50803_8595   VSP		OC.142265	127	384	VSP Prokineticin DUF347	VSP	GL50803_8595		115
vsp	gla	GL50803_41539	GL50803_41539   VSP		OC.142265	280	843	VSP zf-C2H2_11 Furin-like_2	VSP	GL50803_41539		115
vsp	gla	GL50803_137740	GL50803_137740   VSP		OC.142265	451	1356	VSP cEGF DUF4215	VSP	GL50803_137740		115
vsp	gla	GL50803_32933	GL50803_32933   VSP		OC.142265	55	168	VSP Podoplanin FecCD PARM	VSP	GL50803_32933		115
vsp	gla	GL50803_115474	GL50803_115474   VSP		OC.142265	140	423	VSP Furin-like_2 MLANA	VSP	GL50803_115474		115
vsp	gla	GL50803_115475	GL50803_115475   VSP		OC.142265	140	423	VSP Furin-like_2 MLANA	VSP	GL50803_115475		115
vsp	gla	GL50803_118786	"GL50803_118786   VSP, putative"		OC.142265	56	171	VSP Podoplanin SKG6 CD99L2 Zn_peptidase MLANA PARM	VSP	GL50803_118786		115
vsp	gla	GL50803_101498	GL50803_101498   Variant-specific surface protein VSP4A1 precursor		OC.142265	162	489	VSP Furin-like_2	VSP	GL50803_101498		115
vsp	gla	GL50803_103142	"GL50803_103142   VSP, putative"		OC.142265	167	504	VSP Podoplanin SKG6	VSP	GL50803_103142		115
vsp	gla	GL50803_12993	GL50803_12993   VSP		OC.142265	96	291	VSP Furin-like_2	VSP	GL50803_12993		115
vsp	gla	GL50803_135881	GL50803_135881   VSP		OC.142265	96	291	VSP Furin-like_2 PARM	VSP	GL50803_135881		115
vsp	gla	GL50803_135882	GL50803_135882   VSP		OC.142265	96	291	VSP Furin-like_2 PARM	VSP	GL50803_135882		115
vsp	gla	GL50803_135918	GL50803_135918   VSP		OC.142265	96	291	VSP Furin-like_2 PARM	VSP	GL50803_135918		115
vsp	gla	GL50803_135919	GL50803_135919   VSP		OC.142265	96	291	VSP Furin-like_2 PARM	VSP	GL50803_135919		115
vsp	gla	GL50803_32916	GL50803_32916   VSP		OC.142265	96	291	VSP Furin-like_2 PARM	VSP	GL50803_32916		115
vsp	gla	GL50803_114277	GL50803_114277   VSP		OC.142265	650	1953	VSP	VSP	GL50803_114277		115
vsp	gla	GL50803_111874	GL50803_111874   VSP		OC.142265	387	1164	VSP GCC2_GCC3	VSP	GL50803_111874		115
vsp	gla	GL50803_115085	GL50803_115085   VSP		OC.142265	662	1989	VSP PARM	VSP	GL50803_115085		115
vsp	gla	GL50803_124980	GL50803_124980   VSP		OC.142265	98	297	VSP Furin-like_2 cEGF stn_TNFRSF12A PARM	VSP	GL50803_124980		115
vsp	gla	GL50803_97233	GL50803_97233   VSP		OC.142265	96	291	VSP Furin-like_2	VSP	GL50803_97233		115
vsp	gla	GL50803_114065	GL50803_114065   VSP		OC.142265	606	1821	VSP Podoplanin	VSP	GL50803_114065		115
vsp	gla	GL50803_112331	GL50803_112331   VSP		OC.142265	331	996	VSP CD99L2	VSP	GL50803_112331		115
vsp	gla	GL50803_103001	GL50803_103001   VSP		OC.142265	615	1848	VSP SKG6 YhfH	VSP	GL50803_103001		115
vsp	gla	GL50803_137710	GL50803_137710   VSP		OC.142265	515	1548	VSP Furin-like_2	VSP	GL50803_137710		115
vsp	gla	GL50803_114654	GL50803_114654   VSP		OC.142265	304	915	VSP	VSP	GL50803_114654		115
vsp	gla	GL50803_111903	GL50803_111903   VSP		OC.142265	127	384	VSP Furin-like_2	VSP	GL50803_111903		115
vsp	gla	GL50803_99743	GL50803_99743   VSP		OC.142265	127	384	VSP Furin-like_2	VSP	GL50803_99743		115
vsp	gla	GL50803_137744	GL50803_137744   VSP		OC.142265	247	744	VSP DUF347 Podoplanin	VSP	GL50803_137744		115
vsp	gla	GL50803_137691	GL50803_137691   VSP		OC.142265	209	630	VSP FecCD Podoplanin	VSP	GL50803_137691		115
vsp	gla	GL50803_113211	GL50803_113211   VSP		OC.142265	215	648	VSP	VSP	GL50803_113211		115
vsp	gla	GL50803_137607	GL50803_137607   VSP		OC.142265	427	1284	VSP	VSP	GL50803_137607		115
vsp	gla	GL50803_111732	GL50803_111732   VSP		OC.142265	708	2127	VSP SKG6 YhfH	VSP	GL50803_111732		115
vsp	gla	GL50803_116477	GL50803_116477   VSP		OC.142265	748	2247	VSP	VSP	GL50803_116477		115
vsp	gla	GL50803_112009	GL50803_112009   VSP		OC.142265	397	1194	VSP	VSP	GL50803_112009		115
vsp	gla	GL50803_40630	GL50803_40630   VSP		OC.142265	170	513	VSP cEGF Furin-like_2	VSP	GL50803_40630		115
vsp	gla	GL50803_92835	"GL50803_92835   VSP, putative"		OC.142265	168	507	VSP	VSP	GL50803_92835		115
vsp	gla	GL50803_14043	GL50803_14043   VSP		OC.142265	239	720	VSP DUF2668 Podoplanin	VSP	GL50803_14043		115
vsp	gla	GL50803_137610	GL50803_137610   VSP		OC.142265	641	1926	VSP SKG6	VSP	GL50803_137610		115
vsp	gla	GL50803_112113	GL50803_112113   VSP		OC.142265	693	2082	VSP	VSP	GL50803_112113		115
vsp	gla	GL50803_114122	GL50803_114122   VSP		OC.142265	645	1938	VSP CD99L2	VSP	GL50803_114122		115
vsp	gla	GL50803_114653	GL50803_114653   VSP		OC.142265	598	1797	VSP	VSP	GL50803_114653		115
vsp	gla	GL50803_34196	GL50803_34196   VSP		OC.142265	446	1341	VSP Furin-like_2 PARM	VSP	GL50803_34196		115
vsp	gla	GL50803_137620	GL50803_137620   VSP		OC.142265	680	2043	VSP	VSP	GL50803_137620		115
vsp	gla	GL50803_117203	GL50803_117203   VSP		OC.142265	255	768	VSP zinc_ribbon_15	VSP	GL50803_117203		115
vsp	gla	GL50803_14331	GL50803_14331   VSP		OC.142265	419	1260	VSP	VSP	GL50803_14331		115
